,UV,NOCT,RH_MOD
8361,0,288.54125,40.61531589
8362,0,298.409375,31.40316707
8363,0,307.4825,25.03651624
8364,0,310.17125,23.79494074
8365,0,311.800625,22.70968649
8366,0,310.116875,22.5585034
8367,0,305.743125,23.66312555
8368,0,300.575,24.96873972
8369,0,295.373125,26.41147257
8370,0,291.15,29.70549399
8371,0,288.55,33.01169412
8372,0,285.95,37.19693803
8373,0,286.15,36.66417321
8374,0,286.25,36.25257115
8375,0,286.45,35.73333232
8376,0,284.75,38.46038333
8377,0,283.15,41.09143867
8378,0,281.45,44.22740282
8379,0,283.15,40.91769945
8380,0,284.75,38.31621328
8381,0,286.45,35.61081393
8382,0,284.45,38.69709231
8383,0,282.35,42.36206463
8384,0,281.906875,45.52195027
8385,0,291.075,36.2378656
8386,0,300.673125,29.30349924
8387,0,308.946875,24.19153463
8388,0,312.233125,22.65663868
8389,0,313.20125,21.67937733
8390,0,311.816875,21.28509438
8391,0,307.375625,22.52223002
8392,0,301.67625,23.98307609
8393,0,296.274375,25.50802209
8394,0,292.25,28.48787711
8395,0,289.65,31.50952596
8396,0,287.05,34.84608148
8397,0,285.05,37.8417807
8398,0,282.95,41.4124516
8399,0,280.95,45.17811485
8400,0,279.85,47.7423761
8401,0,278.65,50.59443599
8402,0,277.55,53.4661218
8403,0,277.75,53.38306541
8404,0,277.95,52.81645395
8405,0,278.15,52.49458634
8406,0,278.15,52.52829862
8407,0,278.15,52.57046942
8408,0,279.508125,51.88724755
8409,0,288.508125,41.72188904
8410,0,297.80625,33.75886145
8411,0,305.0175,28.27734711
8412,0,306.483125,26.75119797
8413,0,308.180625,25.24818946
8414,0,305.836875,24.82287
8415,0,302.655625,25.72649448
8416,0,297.6525,27.15405553
8417,0,293.61,28.51821935
8418,0,289.75,31.90675067
8419,0,287.05,35.53510479
8420,0,284.25,39.69402428
8421,0,282.75,42.85872997
8422,0,281.35,46.1382327
8423,0,279.85,50.04430573
8424,0,279.05,51.71114207
8425,0,278.35,53.27470844
8426,0,277.55,54.79879333
8427,0,277.35,55.13478906
8428,0,277.25,55.05647261
8429,0,277.05,55.39404828
8430,0,276.65,56.07542178
8431,0,276.35,56.6055726
8432,0,277.308125,56.26379817
8433,0,285.311875,46.48128314
8434,0,293.746875,38.16371974
8435,0,302.148125,31.83420433
8436,0,306.736875,27.68984516
