Arizona,,,,,New York,,,,,Colorado,,,,,California,,,,,New York - Laguardia,,,
T,UV,RH-mod,RH-amb,,T,UV,RH-mod,RH-amb,,T,UV,RH-mod,RH-amb,,T,UV,RH-mod,RH-amb,,T,UV,RH-mod,RH-amb
293.7055556,0,25.21621106,21.50117118,,280.36,0,67.63150388,80,,275.15,0,44.89069249,80,,287.56,0,43.41604424,57,,284.86,0,59.42700591,48
292.5944444,0,25.88049133,23.99481625,,279.86,0,68.50454205,82,,274.15,0,46.10411503,86,,286.46,0,44.59868526,64,,284.86,0,59.42708107,48
291.4833333,0,26.56755334,22.73306523,,278.16,0,71.58207104,89,,273.15,0,47.35958838,85,,285.96,0,45.15007595,64,,284.86,0,59.427156,52
290.9277778,0,26.91977987,19.09103096,,278.16,0,71.58232218,89,,272.15,0,48.65885822,85,,285.96,0,45.15033923,64,,284.86,0,59.42722956,54
289.8166667,0,27.64279905,20.48073024,,278.16,0,71.58257459,89,,272.15,0,48.65881142,85,,285.36,0,45.82355525,69,,284.26,0,60.31996559,59
289.2613585,0,28.0133955,23.08618452,,278.352036,0.337629924,71.18903326,89,,272.15,0,48.65876392,85,,284.9042963,0.115027149,46.33562909,74,,283.9613941,0.630826913,60.71334611,65
289.2451185,1.293777796,28.02401041,26.00664367,,280.2073774,1.66564096,67.72430603,86,,272.5989142,0.923895976,47.99781439,78,,285.0272386,1.702010565,46.08621533,80,,284.5414047,2.541121765,59.67291043,65
295.8900257,6.326319216,23.97064609,22.43379184,,283.1898365,3.984033106,62.5765938,74,,278.5248087,11.48441287,40.35815296,78,,288.7120902,9.38255213,41.6535956,77,,288.4750708,10.13018538,53.60135449,61
306.1731951,15.89966143,19.07582062,18.99438983,,285.1149344,6.527511869,59.42611646,83,,287.8265016,24.03103536,31.41622674,68,,294.6654907,18.45131322,35.75160082,72,,293.613472,19.77191923,46.83344066,53
316.0208946,32.56433765,15.54285116,9.998712975,,286.9519581,8.733360708,56.62556517,77,,294.8879206,36.5058486,26.16617151,64,,299.2626433,29.39706068,31.74949709,67,,299.9817955,29.41364834,40.02347789,41
324.4342409,42.90628372,13.17651332,8.866764045,,291.7092695,11.64476405,50.32051709,67,,302.9643249,46.85487287,21.581233,55,,305.6921932,39.81415399,27.2441515,63,,305.6506226,38.04036235,35.00546414,34
330.7732835,42.92081044,11.69905567,6.84961281,,294.2952942,14.26647585,47.2032735,57,,305.2439491,51.64505613,20.43065005,52,,307.9535999,46.18634702,25.77214721,56,,308.925914,44.24727333,32.42765967,28
335.5016064,30.80614601,10.73702073,6.507155367,,294.4629381,14.56310407,47.0020662,50,,310.5443927,51.68004119,18.29654862,52,,313.7691082,49.27913912,22.79698327,55,,311.6164952,47.47469778,30.56290766,20
333.4235377,33.53178574,11.14508021,6.585432895,,293.6680614,12.64986783,48.00229489,51,,303.6467606,49.50976784,21.1944301,53,,313.1018792,48.01629237,23.14067295,51,,309.9170553,45.40673477,31.72523437,19
329.3752289,35.92069146,12.002251,6.537609663,,288.4688127,10.06137174,54.48056406,89,,303.2840172,45.75199883,21.46329386,47,,309.8293351,41.89940007,24.92359392,51,,311.6989427,39.34378041,30.81669096,18
331.0796926,25.99984688,11.62995817,6.615527953,,288.4712823,8.283187476,54.61783738,86,,305.3901577,37.85516263,20.72740138,38,,309.0486069,33.92686014,25.58246412,47,,308.1384475,30.20158579,33.54861731,19
321.3427502,19.05535067,13.98074542,6.615527953,,286.0742994,5.964795329,58.09142773,89,,298.3992452,25.90843944,24.52019492,35,,302.4162062,23.66830866,29.85090885,47,,304.8110128,20.35340288,36.4563943,19
315.0187234,11.94297909,15.85274136,6.902700097,,285.078714,3.398807904,59.75958778,79,,292.146534,12.51834566,28.82049694,28,,298.3439304,12.32127677,33.16419072,47,,302.2289859,9.018064358,39.13274046,18
309.4354849,2.345330604,17.78857476,6.615527953,,284.2777361,1.237976389,61.15538482,79,,287.8370999,2.152203246,32.41820951,27,,293.5680815,2.929455975,37.47849053,51,,299.3317165,1.94479319,42.12663361,22
306.8810732,0.799274943,18.77742659,6.664128935,,283.2442741,0.180069293,62.85470573,86,,283.4298623,0.694759221,36.21602797,50,,290.462894,0.255434734,40.47900655,60,,297.1646417,0.315705651,44.34015805,24
303.7055556,0,20.10938191,9.248639498,,282.06,0,64.77552835,93,,280.15,0,39.39553665,66,,289.26,0,41.67758462,62,,296.46,0,45.07907801,25
302.0388889,0,20.8577029,11.54370633,,282.06,0,64.77580573,93,,281.15,0,38.40187649,66,,288.16,0,42.79938391,64,,295.96,0,45.59903642,25
300.9277778,0,21.37670367,12.31440899,,281.66,0,65.4356568,93,,280.65,0,38.89455121,72,,285.96,0,45.1617349,74,,295.96,0,45.5991243,26
297.5944444,0,23.03870361,17.68620893,,281.46,0,65.76894162,93,,280.15,0,39.39534213,76,,285.36,0,45.83512136,74,,295.36,0,46.23334427,28
295.9277778,0,23.93253134,19.5542818,,280.96,0,66.61129288,100,,279.15,0,40.42197812,81,,284.26,0,47.10325753,80,,294.86,0,46.77061716,29
294.8166667,0,24.55337214,22.69523463,,281.46,0,65.76949806,93,,277.15,0,42.57998283,87,,284.26,0,47.10351589,83,,295.96,0,45.59938046,27
294.2611111,0,24.87146215,21.6470773,,283.16,0,63.00669179,86,,278.15,0,41.4829834,81,,284.26,0,47.10377108,83,,295.36,0,46.23360013,28
292.5944444,0,25.85893369,20.34699536,,282.56,0,63.96490337,90,,278.15,0,41.48292475,87,,283.76,0,47.69521506,86,,293.76,0,47.98139374,32
292.5944444,0,25.85862926,16.4848581,,282.56,0,63.96518832,86,,277.15,0,42.57980409,93,,283.76,0,47.69546602,86,,291.46,0,50.64633417,38
291.4979983,0.046645935,26.53588488,21.80867221,,282.7562118,0.50570954,63.6015911,86,,276.1589065,0.022110523,43.70215002,93,,283.1989024,0.068396723,48.36556211,93,,292.2859212,0.540207879,49.63009262,37
291.3686905,1.130123646,26.61693419,21.66093643,,283.1755348,1.722891539,62.82022631,83,,276.4663858,0.815441854,43.29514059,93,,284.9057907,2.014483298,46.21647301,89,,293.5080831,2.025779546,48.12776863,36
298.4860064,7.820834218,22.575657,16.75069857,,289.4925465,11.50031527,53.05341406,71,,276.1476025,2.38540118,43.55191382,93,,291.1003397,10.09243478,39.31889384,83,,295.6231112,6.026695481,45.57397671,39
307.0765721,20.16177524,18.69525658,14.1395623,,294.8990831,23.62112381,45.96018287,64,,276.5871451,3.188103819,42.99657801,93,,297.7018514,22.11843168,33.2081894,80,,302.0416098,11.74733817,39.15416935,33
315.1330896,32.38704333,15.8112127,12.91031508,,301.2917299,33.84526675,39.28900902,58,,278.1189761,4.367895758,41.23428389,87,,305.9980886,28.37333947,27.47241493,67,,303.5360019,12.74158504,37.84759982,28
322.5987202,41.94764117,13.63861348,10.85978307,,304.3908775,42.35155967,36.3411632,54,,279.8166714,7.546259403,39.27432786,81,,301.3508338,18.0921347,30.78465386,54,,301.3237065,12.71739381,39.72681073,39
330.7512403,47.8396846,11.69425166,9.646288955,,308.6346286,49.47155839,32.94049005,45,,282.1886259,8.858709713,36.90477065,69,,299.5006608,12.47530034,32.31388334,50,,304.4358937,14.02289619,37.05545393,33
334.2420458,49.11827708,10.97346478,8.152572183,,309.7997188,51.33315596,32.08450224,40,,291.5193391,22.36926467,28.8439897,66,,307.2254612,33.42806132,26.5988935,57,,291.2600499,17.2357199,49.65908644,69
334.1872446,47.3967248,10.98342198,7.118933429,,310.6565097,47.93000119,31.65855617,37,,297.7841361,35.54234141,24.53953923,66,,316.8387217,46.96217619,21.5136527,53,,293.0639068,26.20618101,47.01479702,74
330.3986675,43.22538357,11.76767761,7.28328113,,309.9595533,41.75216864,32.36104377,31,,297.3583971,29.92264179,24.96287359,61,,317.0803634,42.43811203,21.52690151,48,,295.5911952,27.98797787,44.25413326,72
324.7966079,35.71533525,13.07020765,7.679760712,,307.9625577,32.76465148,34.11264373,30,,295.3388532,25.08548995,26.30393164,57,,310.4135751,34.63980587,24.8548716,48,,293.632064,21.37229935,46.71312452,69
320.9316054,25.13040104,14.08194805,8.342992614,,303.2213846,21.42787126,38.29298352,30,,292.8506388,17.90650723,28.13534372,50,,303.9579268,24.12986025,28.86038327,50,,288.3883012,12.93108014,53.50107114,80
315.5110316,12.90710747,15.68283426,8.342992614,,299.3442533,10.86357991,42.29364652,32,,288.9321412,9.408900597,31.24108729,50,,298.1144758,11.73964946,33.37168215,53,,286.2355506,5.529596512,56.98335884,80
309.724126,3.121002867,17.66677156,7.918393525,,294.39464,1.356042214,47.96027183,27,,284.034997,1.963241049,35.60320967,57,,291.961599,3.137309132,38.91680824,54,,286.8411389,2.187430893,56.42145586,69
307.9572687,0.913136134,18.33716873,8.077236101,,290.4885991,0.274779044,52.65589922,36,,281.4434995,0.651087176,38.07673084,66,,288.8667485,0.27720103,42.06892919,62,,285.4729084,0.293196989,58.51278209,69
305.9277778,0,19.14896991,9.244577678,,287.06,0,57.22026972,47,,280.15,0,39.39351511,70,,287.56,0,43.43955675,62,,284.86,0,59.43277892,71
302.5944444,0,20.58733927,11.17884562,,285.36,0,59.66055765,53,,279.15,0,40.42010026,75,,285.96,0,45.17425891,74,,283.76,0,61.08271024,77
302.0388889,0,20.84027177,11.07216474,,284.86,0,60.40381492,54,,278.15,0,41.48111446,75,,284.86,0,46.41879687,80,,283.16,0,62.00747957,77
299.8166667,0,21.89466796,16.81305413,,282.06,0,64.79161963,73,,277.15,0,42.57794449,81,,283.76,0,47.70766191,86,,282.06,0,63.74994473,89
299.2611111,0,22.16876444,16.01650266,,280.96,0,66.62698084,86,,276.15,0,43.71204183,87,,283.76,0,47.70792109,83,,282.06,0,63.74999297,89
297.5944444,0,23.01903935,17.68620893,,280.36,0,67.65626897,86,,275.15,0,44.88492463,87,,283.76,0,47.70818036,83,,281.46,0,64.72691117,86
296.4833333,0,23.60937574,19.69446754,,280.36,0,67.6565143,86,,275.15,0,44.88486862,80,,283.76,0,47.70844307,83,,282.06,0,63.75008951,86
295.9277778,0,23.91173906,18.01353293,,279.26,0,69.59669595,57,,275.15,0,44.88481407,80,,284.26,0,47.11735008,80,,282.06,0,63.75013796,89
294.8166667,0,24.53203305,15.6461967,,279.26,0,69.59693814,55,,274.15,0,46.09807216,86,,284.26,0,47.1176111,83,,282.06,0,63.75018641,89
294.2733587,0.070755658,24.84275162,14.87192041,,279.0679339,0.633748853,69.8745023,56,,274.1703612,0.04516855,46.06955546,86,,283.8432785,0.206739085,47.59534048,83,,282.182374,0.292612601,63.52512872,89
294.7877926,1.045486092,24.5477268,13.07613448,,280.3948519,2.335602424,67.35534671,79,,275.6866482,1.055859615,44.17613054,87,,284.6135822,1.027499758,46.63418687,80,,281.3774461,1.125433081,64.75186723,96
298.7397304,9.058758851,22.42798187,16.18786979,,289.1464919,10.05673307,53.6179343,71,,284.6575287,11.33486917,34.57097735,70,,287.7961196,7.020655412,42.75452209,77,,281.8687048,2.543478763,63.81274421,100
307.7425853,20.54493235,18.416542,13.67415145,,296.233849,17.62611058,44.95829076,46,,292.4313843,23.67933282,28.18234314,61,,288.9810922,12.25958284,41.23773934,86,,282.4959524,4.299154369,62.64403353,100
317.2396967,32.42299398,15.14203455,9.976966188,,306.3705784,31.85959682,35.32025082,29,,301.7905035,36.91461051,22.42132674,47,,289.4855472,10.26112411,40.86016763,83,,283.9427278,5.897269344,60.27124038,96
327.0172914,42.12833375,12.52564854,8.678415453,,309.7999444,41.22301701,32.49399952,33,,307.6895699,47.30523613,19.51122785,35,,291.2402022,10.2139106,39.1943149,77,,283.8175417,7.112737071,60.34976857,97
330.640291,48.20131465,11.70807937,8.588763344,,308.5127004,44.65185472,33.23047525,32,,307.4759989,53.25482872,19.45277896,28,,291.0265236,10.13018865,39.39781159,72,,284.6009035,8.643326062,59.05262269,93
335.3269767,51.02428089,10.7525465,8.503095728,,308.6922151,34.50936008,33.5289842,29,,311.4833439,55.44261557,17.86492964,31,,290.7765426,9.223204012,39.68320614,69,,290.7270273,24.64003873,49.76420261,90
332.9015619,49.10164502,11.23215781,8.778175952,,304.0308063,24.25606574,37.49704431,30,,313.3270823,53.63344773,17.24970243,34,,292.8450426,11.72412166,37.66531804,67,,295.7966307,41.0942216,43.27013073,86
328.2648487,43.52397811,12.23235923,9.148495511,,304.4080753,22.46188301,37.28039462,30,,310.863867,47.70666459,18.26332339,34,,297.112876,19.97284572,33.7613122,62,,295.6064985,38.52471799,43.60887154,83
324.7794111,35.85442743,13.06329328,9.243072334,,302.7865694,20.42966609,38.71470309,34,,308.3381476,37.43244635,19.48743001,34,,299.794503,23.75472777,31.63292857,58,,291.4229483,24.00265704,49.00079768,83
321.0377146,24.61760276,14.04075523,10.02987306,,301.2963977,15.97838309,40.23386158,32,,302.0100616,25.34152396,22.65327143,34,,295.402214,13.0934616,35.43478509,56,,289.3888105,16.3571625,51.97808715,86
314.5320066,13.53835054,15.98352419,10.5464821,,296.7494777,8.367594193,45.00500656,37,,295.770365,12.94441381,26.48030293,36,,289.885793,4.126602273,40.83194922,64,,288.4569948,9.697483837,53.66401198,83
309.8903342,4.271809501,17.59022333,10.5464821,,292.7274731,1.799504707,49.84218788,40,,290.1838095,2.380994484,30.62337795,42,,287.841851,1.869510422,43.03269447,69,,284.9294239,1.8047642,59.1728515,86
307.9923934,1.28709037,18.30777632,11.21620781,,290.4737584,0.293196989,52.68413765,48,,287.4950671,0.765482795,32.74988388,44,,286.042219,0.182391261,45.07827106,83,,283.2964746,0.3387987,61.7653215,86
306.4833333,0.023322967,18.90577736,13.45652459,,289.26,0,54.26103442,46,,284.15,0,35.60196709,58,,285.36,0,45.85538837,83,,282.06,0,63.75120734,93
302.5944444,0,20.56964394,17.46711975,,289.26,0,54.26134295,48,,285.15,0,34.72871864,54,,284.86,0,46.42671682,86,,282.06,0,63.75125191,93
300.9277778,0,21.34084749,20.81831847,,287.56,0,56.53956387,55,,284.15,0,35.60180598,54,,284.26,0,47.12436084,83,,282.56,0,62.95159932,90
300.3722222,0,21.60599007,20.6776478,,286.46,0,58.07963952,60,,284.15,0,35.60172856,50,,283.76,0,47.71607083,83,,282.06,0,63.75133937,93
299.2611111,0,22.14967502,19.59998767,,287.56,0,56.5401624,55,,283.15,0,36.50316982,54,,283.76,0,47.71632899,83,,281.46,0,64.72827217,100
298.7055556,0,22.42800547,19.46141736,,287.56,0,56.54046612,55,,283.15,0,36.50309659,50,,283.16,0,48.43894757,83,,281.46,0,64.72831527,100
297.0388889,0,23.29149522,22.37680408,,287.56,0,56.54076572,67,,281.15,0,38.39559607,52,,282.06,0,49.80033489,89,,282.06,0,63.75146811,100
296.4833333,0,23.5886408,24.07866297,,287.06,0,57.23438346,74,,284.15,0,35.6014317,39,,282.06,0,49.80058334,89,,283.16,0,62.00905359,96
295.9277778,0,23.89073061,23.92929907,,286.46,0,58.08116531,77,,283.15,0,36.50286306,39,,282.06,0,49.80082855,86,,283.16,0,62.00909749,96
294.8300622,0.117008215,24.50286397,24.59964424,,286.8312695,0.652751187,57.50068267,77,,284.1649605,0.041874546,35.58577656,33,,281.5331053,0.162173881,50.45795894,90,,282.8334198,0.56271654,62.46696028,97
295.3561785,1.707690541,24.20640701,24.59964424,,285.7976173,2.703376946,58.79977915,86,,284.5631328,1.064794123,35.18119353,36,,282.6952724,1.519021538,48.89708431,86,,283.8967675,2.350251017,60.66230502,97
300.8137194,7.168373319,21.39172339,22.99070795,,290.5127565,6.07697389,52.20549808,78,,291.182307,10.39272876,29.56534063,32,,287.636222,10.70324647,42.6987942,83,,288.4482759,8.949135227,53.73393547,89
310.5832877,18.08705588,17.33238246,19.59998767,,293.1476525,10.10532059,48.78670123,72,,300.0794375,24.64986834,23.6558221,27,,293.0064605,21.96282534,36.99591234,74,,295.4477032,22.37814705,44.74305228,86
318.3917164,28.33670783,14.78557786,13.18299542,,301.5929561,21.65119858,39.67893874,63,,305.6980307,37.9211471,20.58631725,24,,298.6348203,32.82326731,32.07250136,64,,300.1301856,30.10229624,39.86076885,74
324.7080637,35.54962513,13.07445619,14.54112113,,307.5841833,28.45111068,34.58399907,53,,315.3802593,47.49963944,16.67727482,16,,296.4300545,26.87922762,33.97201389,57,,306.2131734,33.87364993,34.77827882,65
330.933186,43.58277042,11.63500247,11.71698313,,303.5817327,19.18476063,38.11932117,51,,315.9496331,53.60825537,16.37066067,17,,298.3001952,30.7517989,32.40335771,46,,307.9154349,39.38843471,33.32215956,53
335.2324206,42.77956055,10.76129582,11.21620781,,307.8437215,27.7424605,34.4277847,49,,326.886795,55.79835896,13.25244732,13,,305.381253,48.30088609,27.15058431,40,,313.242228,43.8947982,29.70504985,48
333.9684584,36.81724646,11.0076251,11.42726587,,316.3617027,39.72421861,28.51685029,36,,318.8387247,53.84234576,15.46582734,15,,301.7285093,40.37280219,29.66622639,36,,313.7578178,43.53214184,29.41124668,44
329.8427957,33.66540792,11.86830312,10.85252864,,314.2131712,35.61169665,29.91351078,43,,318.742743,47.90045538,15.60214088,13,,302.0131274,35.31664068,29.67880112,41,,309.6980387,38.12914442,32.16083481,51
326.9699958,28.4885987,12.52098047,11.2914912,,305.4006045,21.4967856,36.54883177,48,,314.5207689,38.53460125,17.14756647,11,,301.0766492,29.12703955,30.53945396,38,,306.5156139,25.22119437,34.93885889,48
321.16296,20.13126332,13.99388866,11.2914912,,299.5948982,9.368461089,42.15968298,51,,306.6547772,26.60401819,20.46352963,11,,294.4145997,17.71190557,36.02609742,39,,303.1653089,10.35322078,38.27604465,47
316.3768685,9.351596039,15.38440935,11.2914912,,296.7949699,4.62677228,45.19896421,55,,302.2424224,13.12503346,22.89912129,11,,291.6990943,10.28450689,38.77956086,44,,297.3785045,4.826514798,43.85846384,84
311.0102509,3.546271194,17.16819515,11.18703677,,295.037482,2.003855272,47.22971051,57,,296.1108935,2.476573585,26.65106345,11,,287.7450886,3.596982883,43.0347448,47,,299.1444134,2.267229026,42.29005598,66
309.6706041,0.630506878,17.65493583,11.53324897,,292.7182873,0.338214312,49.96710587,66,,292.4791511,0.787044317,29.06380702,14,,285.4958798,0.366331438,45.6864977,49,,296.114373,0.383231636,45.41809213,79
307.5944444,0,18.44589745,13.68807483,,289.86,0,53.49726503,78,,291.15,0,30.02424505,18,,284.26,0,47.13392106,50,,294.86,0,46.77488811,79
307.0388889,0,18.66504622,13.04455182,,288.76,0,54.93108937,83,,287.15,0,33.05806994,21,,283.16,0,48.44824536,58,,295.36,0,46.23770257,73
303.15,0,20.30147087,19.03381778,,286.46,0,58.09223732,90,,286.15,0,33.8774459,23,,281.46,0,50.57314747,68,,295.36,0,46.23775198,71
301.4833333,0,21.05975554,21.79131012,,285.96,0,58.81038053,93,,284.15,0,35.59612452,28,,281.46,0,50.57339403,74,,295.36,0,46.23780024,71
300.3722222,0,21.58572121,21.50633202,,285.96,0,58.81065065,93,,284.15,0,35.59603898,33,,281.46,0,50.57363747,74,,294.86,0,46.77508383,73
298.15,0,22.69035807,26.51765179,,285.36,0,59.68748018,97,,284.15,0,35.59595551,33,,280.96,0,51.22140378,76,,293.76,0,47.98576789,70
297.5944444,0,22.97763294,27.41260192,,285.36,0,59.68777685,97,,283.15,0,36.4972424,33,,280.96,0,51.22164279,76,,292.56,0,49.35308846,59
297.0388889,0,23.26964734,27.25921263,,289.26,0,54.27498498,58,,284.15,0,35.59578662,28,,280.36,0,52.01298515,80,,291.46,0,50.65095863,54
297.0388889,0,23.26927652,25.20343127,,287.26,0,56.968538,59,,284.15,0,35.5957007,28,,280.36,0,52.0132276,80,,290.36,0,51.9931816,54
295.9400254,0.117008215,23.86156774,25.90890545,,285.5755795,0.675259849,59.31246839,61,,284.1634652,0.039129543,35.58158883,26,,281.0240206,0.136793446,51.12816904,76,,288.9536385,0.765294495,53.71727854,55
296.4402589,1.115848372,23.58895691,24.90168334,,285.8266596,2.705695052,58.77041677,56,,285.486036,1.052565612,34.38167644,26,,281.3590464,2.134673503,50.54027776,80,,289.020391,3.154718955,53.44628295,55
301.630923,8.96845537,20.98810097,23.28610159,,288.4988606,10.18522691,54.47238205,50,,290.3657497,10.85719757,30.11819584,25,,286.1891725,10.10487478,44.27724238,76,,290.5191096,8.599087985,51.16426275,55
309.5136442,21.9039266,17.70837645,22.81464476,,293.2905072,19.11869512,48.02736005,40,,299.1284052,22.33167931,24.23156842,21,,291.7437857,19.62309591,38.23540671,71,,294.1121437,18.64390275,46.37623636,55
317.2337136,34.10184297,15.11655664,20.6776478,,300.5069459,31.82259142,40.10438185,36,,304.6212692,35.93146245,21.11408852,19,,298.5865918,30.45050815,32.21579682,59,,299.8776665,28.03960316,40.19504064,50
327.0314142,43.69154799,12.49960068,18.17037208,,301.5417378,32.94320925,39.14756376,33,,310.1616735,43.16740839,18.62757462,18,,303.0531106,36.52303735,28.97609469,45,,307.822462,37.6848265,33.45953011,47
336.5786806,50.03511447,10.49687031,16.25202847,,297.1401254,24.69148414,43.64344312,37,,305.5617068,28.06992049,20.9035234,15,,299.4432933,28.41454664,31.69468809,42,,308.1979436,43.50783219,32.95705269,45
339.1854866,52.65497997,10.02447508,14.11861337,,296.2674179,20.89577859,44.74519176,41,,301.1705282,16.85155145,23.32806904,15,,296.8833161,19.35144673,33.97899657,41,,311.6567888,44.22830032,30.66357772,42
335.5146217,51.21217381,10.69572047,12.87075263,,297.2612254,22.39555333,43.66062137,44,,302.7565535,17.02750272,22.52568822,14,,301.5632202,30.98919001,30.1473833,44,,311.953341,42.43428744,30.54595562,38
328.7339053,45.70733222,12.10313342,12.10815435,,297.3163278,19.21768155,43.79482463,46,,302.8524777,17.12486954,22.47560822,15,,308.1935722,37.25195318,25.95730598,41,,310.8282288,35.42326378,31.5267029,38
327.9880565,36.75530622,12.27199147,12.21684422,,294.8360333,15.60740321,46.57169757,46,,306.0367886,25.07365579,20.77187877,15,,304.5528959,30.08889379,28.29234375,42,,304.9078437,25.46042101,36.14708716,36
321.1764402,25.33903596,13.97641282,12.21684422,,292.0873295,9.669124396,50.05756808,40,,305.32389,22.56934026,21.15775073,14,,302.8683783,21.99172854,29.65011216,41,,300.2237253,16.07817972,40.52781774,33
315.6487955,12.92207535,15.5963363,12.59340473,,288.6940074,3.421316566,54.75415008,46,,299.1442931,10.57482224,24.60599643,13,,294.1646709,11.29607943,36.56673516,42,,297.6667228,7.566913618,43.41188951,27
311.5244655,2.542142172,16.96905983,12.21684422,,287.6625912,1.553097652,56.2910353,45,,295.1022544,2.363975464,27.2777195,15,,290.2338173,3.269455826,40.56188054,44,,295.1865361,2.133930221,46.28734132,26
309.6259593,0.852214926,17.65400375,12.48287295,,285.468803,0.270103939,59.51083732,43,,289.4898216,0.782652312,31.19934604,24,,287.2217429,0.345597753,43.80360047,49,,291.6162482,0.405740297,50.43589626,47
308.15,0.023716345,18.21160218,13.27230777,,284.86,0,60.43852778,46,,285.15,0,34.7194018,34,,285.96,0,45.2018651,52,,290.96,0,51.25648329,48
306.4833333,0,18.86935064,13.45652459,,283.76,0,62.11657413,54,,286.15,0,33.87367113,38,,284.86,0,46.44718469,63,,287.06,0,56.30573841,72
305.3722222,0,19.32501312,14.3253067,,283.76,0,62.11681666,50,,282.15,0,37.42417591,61,,285.36,0,45.87614018,64,,285.96,0,57.84459684,74
304.2611111,0,19.79516957,15.87506646,,283.16,0,63.05743275,68,,280.15,0,39.37861484,66,,283.76,0,47.7371342,68,,285.36,0,58.70678147,74
302.0388889,0,20.78162655,21.09977967,,283.16,0,63.05767382,56,,279.15,0,40.40480156,70,,284.26,0,47.14568792,63,,284.26,0,60.33073356,77
300.9277778,0,21.29868248,22.5084829,,283.16,0,63.05791096,56,,277.15,0,42.56187958,81,,283.16,0,48.4603552,74,,283.76,0,61.0879533,79
299.2611111,0,22.1063093,25.80593455,,282.56,0,64.01685309,59,,276.15,0,43.69553818,93,,283.16,0,48.46061539,74,,283.16,0,62.01277309,83
297.5944444,0,22.95415136,28.49618047,,282.46,0,64.17868364,61,,275.15,0,44.86796918,93,,282.56,0,49.19765009,77,,282.56,0,62.95561054,86
297.5944444,0,22.95376482,28.49618047,,282.36,0,64.34103967,65,,274.15,0,46.08076162,93,,282.56,0,49.19791389,77,,282.56,0,62.95563075,83
296.4969548,0.117008215,23.53505702,28.18700206,,282.7388543,0.427664571,63.68869385,68,,274.1650987,0.037482541,46.05930475,93,,283.2113869,0.113994538,48.39065215,71,,282.2957399,0.585225202,63.32056621,89
296.4292822,1.14310512,23.57109892,29.15044746,,283.4554118,1.913236238,62.41420872,66,,273.4475827,0.7669793,46.89949062,92,,283.5223212,0.866358488,47.96115916,74,,283.3865433,2.2283575,61.45546235,83
302.7496336,8.973581345,20.45640132,27.41260192,,284.3485429,4.276645708,60.82461055,68,,273.9610108,1.939235517,46.17028058,100,,284.8699565,2.46228202,46.26862246,77,,284.4496134,4.906888233,59.60929614,86
312.0097302,21.73404328,16.79391822,23.87652096,,286.1114725,6.797615809,58.01875971,66,,275.2200112,2.884746002,44.57897119,86,,285.7623013,4.787770594,45.10549536,79,,286.3268947,9.781752817,56.50743173,80
319.3679767,33.93068795,14.47450711,20.95903048,,287.8084683,8.980955986,55.49267402,65,,275.7521294,3.689907341,43.89914612,86,,286.7262862,6.33809631,43.95272383,83,,289.0150569,13.6461655,52.6527082,74
323.9612674,43.60325852,13.23674852,10.26116467,,289.4733397,10.60157962,53.19007099,61,,277.0083442,4.280002457,42.43318609,87,,290.006059,11.30541657,40.32062345,77,,289.9598105,12.66029997,51.55091818,68
329.923453,50.03965911,11.83048985,10.79783582,,289.8488676,11.56945207,52.64265076,66,,277.5104519,5.644156734,41.79086561,87,,290.2866137,11.78019337,40.02563971,74,,287.6870488,11.41189144,54.53904029,77
332.4111704,52.6156336,11.30169529,11.35541291,,289.7515332,11.83955601,52.74487797,74,,278.4082859,6.705774194,40.76006892,80,,290.6720387,9.700859768,39.7790717,69,,288.4416504,11.70450404,53.53221576,71
332.7024833,51.10532679,11.24099822,11.56899736,,290.1231721,11.38938278,52.31394364,69,,278.5931885,5.6269732,40.63346364,81,,293.0371347,15.14797589,37.34071377,62,,287.9261122,11.23182215,54.2389298,79
330.5170072,45.6138665,11.69873695,11.21620781,,289.9766744,10.24144104,52.58319565,69,,278.2866454,4.56539375,41.02482256,81,,295.4561954,17.3884682,35.20344931,51,,287.9836194,10.03886308,54.25739295,83
325.5454678,36.67169022,12.83767598,11.67624303,,288.534681,8.463256769,54.57095753,68,,278.0184961,4.303383582,41.32813142,81,,296.8309978,20.03628427,33.9957289,53,,289.8871653,8.215661491,51.96964765,77
320.6009974,24.33089935,14.12088205,11.56899736,,288.1401512,6.167373283,55.27661561,69,,279.453146,7.327563641,39.63824672,74,,298.6386385,19.47417164,32.66487424,48,,287.2264658,5.874760682,55.59842199,83
313.7524251,13.53976173,16.19342949,11.32158416,,286.6208234,3.623894521,57.57025169,68,,277.1858068,4.688721358,42.20908491,87,,294.4842941,12.23116218,36.25702093,55,,285.5428568,3.33128192,58.15532336,83
307.9667388,3.867731205,18.26617271,12.04350232,,284.9236582,1.418045682,60.22210892,69,,275.9088287,1.747678814,43.85189578,93,,289.7845042,3.741439453,40.97923461,58,,285.3677474,1.260485051,58.58640888,83
305.1304738,1.262193891,19.40932722,11.14306475,,283.8758768,0.247595278,61.92020003,77,,274.419998,0.621839644,45.70251392,100,,286.6473202,0.415543393,44.42618585,53,,284.9466795,0.225086616,59.29090424,89
302.5944444,0.047039313,20.5116858,10.72220799,,283.76,0,62.12296485,74,,274.15,0,46.07955456,93,,284.86,0,46.45521091,59,,285.36,0,58.7072347,93
300.9277778,0,21.28069619,10.41005434,,283.76,0,62.12320392,77,,274.15,0,46.07949112,93,,283.16,0,48.4678867,63,,285.36,0,58.70725178,93
